﻿Título da Revista;ISSN;Homepage;Grande Area;Area do Conhecimento;Subárea do Conhecimento;Indexador;JIF;Quartil JCR;SJR;SJR Best Quartile;H index;Índice h5
NATURAL HISTORY;0028-0712;http://www.naturalhistorymag.com/;Engenharias;Engenharia de Materiais e Metalúrgica;Ciência dos Materiais, Papel e Madeira;Web of Science;0,9;Q3;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=NATURAL%20HISTORY&btnG=
NATURAL LANGUAGE & LINGUISTIC THEORY;0167-806X;http://www.springer.com/journal/11049/;Outras / Não Classificado;Geral / Multidisciplinar;Comunicação, Ciências e Serviços de Saúde;Web of Science;1,2;Q3;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=NATURAL%20LANGUAGE%20%26%20LINGUISTIC%20THEORY&btnG=
NATURAL LANGUAGE PROCESSING;2977-0424;https://www.cambridge.org/core/journals/natural-language-processing;Ciências Sociais Aplicadas;Direito;Comunicação, Direito, Comunicação, Linguística, Linguagem e Linguística, Telecomunicações;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=NATURAL%20LANGUAGE%20PROCESSING&btnG=
NATURAL LANGUAGE SEMANTICS;0925-854X;http://www.springer.com/journal/11050/;Ciências Exatas e da Terra;Ciência da Computação;Ciência da Computação, Serviço Social, Engenharia de Software;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=NATURAL%20LANGUAGE%20SEMANTICS&btnG=
NATURAL PRODUCT COMMUNICATIONS;1934-578X;https://us.sagepub.com/en-us/nam/natural-product-communications/journal203650;Ciências Humanas;Ciência Política;Ciência Política;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=NATURAL%20PRODUCT%20COMMUNICATIONS&btnG=
NATURAL PRODUCT REPORTS;0265-0568;http://www.rsc.org/Publishing/Journals/NP/index.asp;Outras / Não Classificado;Geral / Multidisciplinar;Estudos Feministas;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=NATURAL%20PRODUCT%20REPORTS&btnG=
NATURAL PRODUCT RESEARCH;1478-6419;https://www.tandfonline.com/toc/gnpl20/current;Outras / Não Classificado;Geral / Multidisciplinar;Humanidades, Multidisciplinar;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=NATURAL%20PRODUCT%20RESEARCH&btnG=
NATURAL PRODUCTS AND BIOPROSPECTING;2192-2195;https://link.springer.com/journal/13659;Outras / Não Classificado;Geral / Multidisciplinar;Lei;Web of Science;1,2;Q2;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=NATURAL%20PRODUCTS%20AND%20BIOPROSPECTING&btnG=
NATURAL PRODUCTS JOURNAL;2210-3155;http://www.benthamscience.com/npj/index.htm;Outras / Não Classificado;Geral / Multidisciplinar;Humanidades, Multidisciplinar;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=NATURAL%20PRODUCTS%20JOURNAL&btnG=
NATURAL RESOURCE MODELING;0890-8575;https://onlinelibrary.wiley.com/journal/19397445;Outras / Não Classificado;Geral / Multidisciplinar;Sistema Cardíaco e Cardiovascular;Web of Science;2,8;Q2;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=NATURAL%20RESOURCE%20MODELING&btnG=
NATURAL RESOURCES FORUM;1477-8947;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1477-8947;Engenharias;Engenharia Nuclear;Medicina Nuclear e Imagem Médica, Psiquiatria, Radiologia;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=NATURAL%20RESOURCES%20FORUM&btnG=
NATURAL RESOURCES JOURNAL;0028-0739;http://lawschool.unm.edu/nrj/index.html;Outras / Não Classificado;Geral / Multidisciplinar;Gastroenterologia e Hepatologia;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=NATURAL%20RESOURCES%20JOURNAL&btnG=
NATURAL RESOURCES RESEARCH;1520-7439;https://www.springer.com/journal/11053;Ciências da Saúde;Medicina;Medicina Geral e Interna;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=NATURAL%20RESOURCES%20RESEARCH&btnG=
NATURAL SCIENCES;2698-6248;https://onlinelibrary.wiley.com/journal/26986248;Outras / Não Classificado;Geral / Multidisciplinar;Arte;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=NATURAL%20SCIENCES&btnG=
NATURE;0028-0836;https://www.nature.com/nature/;Outras / Não Classificado;Geral / Multidisciplinar;Engenharia, Multidisciplinar;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=NATURE&btnG=
NATURE + CULTURE;1558-6073;http://journals.berghahnbooks.com/nc/;Ciências Sociais Aplicadas;Economia;Economia, História;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=NATURE%20%2B%20CULTURE&btnG=
NATURE AGING;2662-8465;https://www.nature.com/nataging/;Outras / Não Classificado;Geral / Multidisciplinar;Estudos Feministas;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=NATURE%20AGING&btnG=
NATURE AND SCIENCE OF SLEEP;1179-1608;https://www.dovepress.com/nature-and-science-of-sleep-journal;Ciências Humanas;Filosofia;Filosofia;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=NATURE%20AND%20SCIENCE%20OF%20SLEEP&btnG=
NATURE ASTRONOMY;2397-3366;https://www.nature.com/natastron/;Ciências Humanas;Geografia;Geografia;Web of Science;0,6;Q3;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=NATURE%20ASTRONOMY&btnG=
NATURE BIOMEDICAL ENGINEERING;2157-846X;https://www.nature.com/natbiomedeng/;Outras / Não Classificado;Geral / Multidisciplinar;História;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=NATURE%20BIOMEDICAL%20ENGINEERING&btnG=
NATURE BIOTECHNOLOGY;1087-0156;http://www.nature.com/nbt;Ciências Sociais Aplicadas;Economia;Economia;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=NATURE%20BIOTECHNOLOGY&btnG=
NATURE CANCER;2662-1347;https://www.nature.com/natcancer/;Outras / Não Classificado;Geral / Multidisciplinar;Educação e Pesquisa Educacional, Linguística;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=NATURE%20CANCER&btnG=
NATURE CARDIOVASCULAR RESEARCH;2731-0590;https://www.nature.com/natcardiovascres/;Ciências Sociais Aplicadas;Turismo;Hotelaria, Lazer, Esporte e Turismo;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=NATURE%20CARDIOVASCULAR%20RESEARCH&btnG=
NATURE CATALYSIS;2520-1158;https://www.nature.com/natcatal/;Ciências da Saúde;Enfermagem;Enfermagem;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=NATURE%20CATALYSIS&btnG=
NATURE CELL BIOLOGY;1465-7392;http://www.nature.com/naturecellbiology;Engenharias;Engenharia Nuclear;Medicina Nuclear e Imagem Médica, Radiologia;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=NATURE%20CELL%20BIOLOGY&btnG=
NATURE CHEMICAL BIOLOGY;1552-4450;https://www.nature.com/nchembio/;Engenharias;Engenharia de Materiais e Metalúrgica;Biomateriais, Engenharia Celular e Tecidual, Ciência dos Materiais;Web of Science;2,4;Q4;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=NATURE%20CHEMICAL%20BIOLOGY&btnG=
NATURE CHEMICAL ENGINEERING;2948-1198;;Ciências Exatas e da Terra;Matemática;Matemática;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=NATURE%20CHEMICAL%20ENGINEERING&btnG=
NATURE CHEMISTRY;1755-4330;http://www.nature.com/nchem;Engenharias;Engenharia de Minas;Mineração e Processamento de Minerais;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=NATURE%20CHEMISTRY&btnG=
NATURE CLIMATE CHANGE;1758-678X;https://www.nature.com/nclimate/;Lingüística, Letras e Artes;Letras;Literatura, Telecomunicações;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=NATURE%20CLIMATE%20CHANGE&btnG=
NATURE COMMUNICATIONS;2041-1723;http://www.nature.com/ncomms/index.html;Outras / Não Classificado;Geral / Multidisciplinar;Relações Internacionais;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=NATURE%20COMMUNICATIONS&btnG=
NATURE COMPUTATIONAL SCIENCE;2662-8457;https://www.nature.com/natcomputsci/;Outras / Não Classificado;Geral / Multidisciplinar;Ciência da Computação, Sistemas de Informação;Web of Science;0,2;Q4;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=NATURE%20COMPUTATIONAL%20SCIENCE&btnG=
NATURE CONSERVATION RESEARCH;2500-008X;http://ncr-journal.bear-land.org/;Engenharias;Engenharia Nuclear;Medicina Nuclear e Imagem Médica, Radiologia;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=NATURE%20CONSERVATION%20RESEARCH&btnG=
NATURE CONSERVATION-BULGARIA;1314-6947;http://natureconservation.pensoft.net/;Ciências da Saúde;Medicina;Medicina, Pesquisa e Experimental;Web of Science;1,1;Q4;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=NATURE%20CONSERVATION-BULGARIA&btnG=
NATURE ECOLOGY & EVOLUTION;2397-334X;https://www.nature.com/natecolevol/;Outras / Não Classificado;Geral / Multidisciplinar;Sistema Cardíaco e Cardiovascular;Web of Science;0,1;Q4;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=NATURE%20ECOLOGY%20%26%20EVOLUTION&btnG=
NATURE ELECTRONICS;2520-1131;https://www.nature.com/natelectron/;Ciências Agrárias;Agronomia;Agricultura, Laticínios e Zootecnia;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=NATURE%20ELECTRONICS&btnG=
NATURE ENERGY;2058-7546;https://www.nature.com/nenergy/;Outras / Não Classificado;Geral / Multidisciplinar;Física, Química;Web of Science;2,6;Q3;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=NATURE%20ENERGY&btnG=
NATURE FOOD;2662-1355;https://www.nature.com/natfood/;Outras / Não Classificado;Geral / Multidisciplinar;Neurologia Clínica;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=NATURE%20FOOD&btnG=
NATURE GENETICS;1061-4036;https://www.nature.com/ng/;Outras / Não Classificado;Geral / Multidisciplinar;Geociências, Multidisciplinar;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=NATURE%20GENETICS&btnG=
NATURE GEOSCIENCE;1752-0894;http://www.nature.com/ngeo/;Outras / Não Classificado;Geral / Multidisciplinar;Educação e Pesquisa Educacional;Web of Science;1,4;Q2;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=NATURE%20GEOSCIENCE&btnG=
NATURE HUMAN BEHAVIOUR;2397-3374;https://www.nature.com/nathumbehav/;Engenharias;Engenharia de Materiais e Metalúrgica;Ciência dos Materiais, Multidisciplinar, Química;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=NATURE%20HUMAN%20BEHAVIOUR&btnG=
NATURE IMMUNOLOGY;1529-2908;https://www.nature.com/ni/;Ciências Exatas e da Terra;Matemática;Matemática;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=NATURE%20IMMUNOLOGY&btnG=
NATURE MACHINE INTELLIGENCE;2522-5839;https://www.nature.com/natmachintell/;Ciências da Saúde;Medicina;Medicina Geral e Interna;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=NATURE%20MACHINE%20INTELLIGENCE&btnG=
NATURE MATERIALS;1476-1122;https://www.nature.com/nmat/;Ciências Biológicas;Biologia Geral;Microbiologia;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=NATURE%20MATERIALS&btnG=
NATURE MEDICINE;1078-8956;http://www.nature.com/nm/index.html;Ciências da Saúde;Medicina;Pediatria;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=NATURE%20MEDICINE&btnG=
NATURE MENTAL HEALTH;2731-6076;https://www.nature.com/natmentalhealth/;Engenharias;Engenharia Nuclear;Medicina Nuclear e Imagem Médica, Radiologia;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=NATURE%20MENTAL%20HEALTH&btnG=
NATURE METABOLISM;2522-5812;https://www.nature.com/natmetab/;Ciências da Saúde;Enfermagem;Enfermagem;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=NATURE%20METABOLISM&btnG=
NATURE METHODS;1548-7091;https://www.nature.com/nmeth/;Ciências da Saúde;Medicina;Pediatria;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=NATURE%20METHODS&btnG=
NATURE MICROBIOLOGY;2058-5276;http://www.nature.com/nmicrobiol/;Outras / Não Classificado;Geral / Multidisciplinar;Psiquiatria;Web of Science;0,5;Q4;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=NATURE%20MICROBIOLOGY&btnG=
NATURE NANOTECHNOLOGY;1748-3387;https://www.nature.com/nnano/;Outras / Não Classificado;Geral / Multidisciplinar;Psiquiatria;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=NATURE%20NANOTECHNOLOGY&btnG=
NATURE NEUROSCIENCE;1097-6256;http://www.nature.com/neuro/;Ciências Agrárias;Agronomia;Agricultura, Multidisciplinar;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=NATURE%20NEUROSCIENCE&btnG=
NATURE PHOTONICS;1749-4885;https://www.nature.com/nphoton/;Outras / Não Classificado;Geral / Multidisciplinar;Hematologia;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=NATURE%20PHOTONICS&btnG=
NATURE PHYSICS;1745-2473;http://www.nature.com/nphys/;Ciências Humanas;Filosofia;Filosofia;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=NATURE%20PHYSICS&btnG=
NATURE PLANTS;2055-026X;https://www.nature.com/nplants/;Outras / Não Classificado;Geral / Multidisciplinar;História;Web of Science;0,2;Q2;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=NATURE%20PLANTS&btnG=
NATURE PROTOCOLS;1754-2189;https://www.nature.com/nprot/;Outras / Não Classificado;Geral / Multidisciplinar;Gerenciamento;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=NATURE%20PROTOCOLS&btnG=
NATURE REVIEWS BIOENGINEERING;2731-6092;;Ciências Sociais Aplicadas;Direito;Direito, Psiquiatria;Web of Science;2,1;Q3;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=NATURE%20REVIEWS%20BIOENGINEERING&btnG=
NATURE REVIEWS CANCER;1474-175X;http://www.nature.com/nrc/index.html;Outras / Não Classificado;Geral / Multidisciplinar;Ciência da Computação, Sistemas de Informação;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=NATURE%20REVIEWS%20CANCER&btnG=
NATURE REVIEWS CARDIOLOGY;1759-5002;http://www.nature.com/nrcardio;Outras / Não Classificado;Geral / Multidisciplinar;Religião;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=NATURE%20REVIEWS%20CARDIOLOGY&btnG=
NATURE REVIEWS CHEMISTRY;2397-3358;https://www.nature.com/natrevchem/;Ciências Biológicas;Biologia Geral;Ecologia, Microbiologia;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=NATURE%20REVIEWS%20CHEMISTRY&btnG=
NATURE REVIEWS CLINICAL ONCOLOGY;1759-4774;http://www.nature.com/nrclinonc;Lingüística, Letras e Artes;Letras;Linguística, Linguagem e Linguística;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=NATURE%20REVIEWS%20CLINICAL%20ONCOLOGY&btnG=
NATURE REVIEWS DISEASE PRIMERS;2056-676X;https://www.nature.com/nrdp/;Ciências Humanas;Geografia;Ciência da Imagem e Tecnologia Fotográfica, Geografia Física, Sensoriamento Remoto;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=NATURE%20REVIEWS%20DISEASE%20PRIMERS&btnG=
NATURE REVIEWS DRUG DISCOVERY;1474-1776;https://www.nature.com/nrd/;Outras / Não Classificado;Geral / Multidisciplinar;Lei;Web of Science;2,5;Q1;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=NATURE%20REVIEWS%20DRUG%20DISCOVERY&btnG=
NATURE REVIEWS EARTH & ENVIRONMENT;2662-138X;https://www.nature.com/natrevearthenviron/;Outras / Não Classificado;Geral / Multidisciplinar;Estudos de área;Web of Science;0,5;Q3;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=NATURE%20REVIEWS%20EARTH%20%26%20ENVIRONMENT&btnG=
NATURE REVIEWS ENDOCRINOLOGY;1759-5029;http://www.nature.com/nrendo/;Outras / Não Classificado;Geral / Multidisciplinar;Estudos de área;Web of Science;0,4;Q3;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=NATURE%20REVIEWS%20ENDOCRINOLOGY&btnG=
NATURE REVIEWS GASTROENTEROLOGY & HEPATOLOGY;1759-5045;http://www.nature.com/nrgastro/;Outras / Não Classificado;Geral / Multidisciplinar;Negócios, Finanças;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=NATURE%20REVIEWS%20GASTROENTEROLOGY%20%26%20HEPATOLOGY&btnG=
NATURE REVIEWS GENETICS;1471-0056;http://www.nature.com/nrg/index.html;Outras / Não Classificado;Geral / Multidisciplinar;Educação e Pesquisa Educacional;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=NATURE%20REVIEWS%20GENETICS&btnG=
NATURE REVIEWS IMMUNOLOGY;1474-1733;http://www.nature.com/nrmicro/index.html;Outras / Não Classificado;Geral / Multidisciplinar;Estudos de Área, Relações Internacionais, Ciência Política;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=NATURE%20REVIEWS%20IMMUNOLOGY&btnG=
NATURE REVIEWS MATERIALS;2058-8437;https://www.nature.com/natrevmats/;Outras / Não Classificado;Geral / Multidisciplinar;Negócios, Finanças;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=NATURE%20REVIEWS%20MATERIALS&btnG=
NATURE REVIEWS METHODS PRIMERS;2662-8449;https://www.nature.com/nrmp/;Outras / Não Classificado;Geral / Multidisciplinar;Lei;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=NATURE%20REVIEWS%20METHODS%20PRIMERS&btnG=
NATURE REVIEWS MICROBIOLOGY;1740-1526;https://www.nature.com/nrmicro/;Ciências Sociais Aplicadas;Economia;Negócios, Finanças, Economia;Web of Science;0,3;Q4;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=NATURE%20REVIEWS%20MICROBIOLOGY&btnG=
NATURE REVIEWS MOLECULAR CELL BIOLOGY;1471-0072;https://www.nature.com/nrm/;Ciências Biológicas;Farmacologia;Farmacologia e Farmácia;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=NATURE%20REVIEWS%20MOLECULAR%20CELL%20BIOLOGY&btnG=
NATURE REVIEWS NEPHROLOGY;1759-5061;http://www.nature.com/nrneph;Ciências da Saúde;Medicina;Medicina Geral e Interna;Web of Science;0,1;Q4;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=NATURE%20REVIEWS%20NEPHROLOGY&btnG=
NATURE REVIEWS NEUROLOGY;1759-4758;http://www.nature.com/nrneurol;Ciências Humanas;Sociologia;Sociologia;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=NATURE%20REVIEWS%20NEUROLOGY&btnG=
NATURE REVIEWS NEUROSCIENCE;1471-003X;http://www.nature.com/nrn/;Outras / Não Classificado;Geral / Multidisciplinar;História;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=NATURE%20REVIEWS%20NEUROSCIENCE&btnG=
NATURE REVIEWS PHYSICS;2522-5820;https://www.nature.com/natrevphys/;Outras / Não Classificado;Geral / Multidisciplinar;História;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=NATURE%20REVIEWS%20PHYSICS&btnG=
NATURE REVIEWS PSYCHOLOGY;2731-0574;https://www.nature.com/nrpsychol/;Outras / Não Classificado;Geral / Multidisciplinar;História;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=NATURE%20REVIEWS%20PSYCHOLOGY&btnG=
