Título da Revista;ISSN;Homepage;Aims and Scope;Aims and Scope (translate);Grande Area;Area do Conhecimento;Subárea do Conhecimento;Indexador;JIF;Quartil JCR;SJR;SJR Best Quartile;H index;Índice h5
Annales Fennici Mathematici;2737-0690;;;;Ciências Exatas e da Terra;Matemática;Matemática;Scopus;1,1;Q1;0,996;Q1;44.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Annales%20Fennici%20Mathematici&btnG=
Annales Scientifiques de l'Ecole Normale Superieure;0012-9593;http://www.dma.ens.fr/edition/annales;;;Ciências Exatas e da Terra;Matemática;Matemática;Scopus;1,6;Q1;3,779;Q1;69.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Annales%20Scientifiques%20de%20l%27Ecole%20Normale%20Superieure&btnG=
Annales de la Fondation Louis de Broglie;0182-4295;http://aflb.ensmp.fr/AFLB-Web/fldb-annales-index.htm;;;Ciências Exatas e da Terra;Astronomia;Física e Astronomia;Scopus;-;-;0,101;Q4;18.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Annales%20de%20la%20Fondation%20Louis%20de%20Broglie&btnG=
Annali della Scuola Normale Superiore di Pisa - Classe di Scienze;0391-173X;http://annaliscienze.sns.it;;;Ciências Exatas e da Terra;Matemática;Matemática;Scopus;1,3;Q1;1,298;Q1;59.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Annali%20della%20Scuola%20Normale%20Superiore%20di%20Pisa%20-%20Classe%20di%20Scienze&btnG=
Annals of Pure and Applied Logic;0168-0072;https://www.journals.elsevier.com/annals-of-pure-and-applied-logic;;;Ciências Exatas e da Terra;Matemática;Matemática;Scopus;-;-;0,737;Q1;55.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Annals%20of%20Pure%20and%20Applied%20Logic&btnG=
Annals of the University of Craiova, Physics;1223-6039;;;;Ciências Exatas e da Terra;Astronomia;Física e Astronomia;Scopus;-;-;0,232;Q3;12.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Annals%20of%20the%20University%20of%20Craiova%2C%20Physics&btnG=
Annual Symposium of the Antenna Measurement Techniques Association, AMTA;2474-2740;;;;Ciências Exatas e da Terra;Astronomia;Ciência da Computação, Física e Astronomia;Scopus;-;-;0,191;Q4;2.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Annual%20Symposium%20of%20the%20Antenna%20Measurement%20Techniques%20Association%2C%20AMTA&btnG=
Applicable Analysis;0003-6811;https://www.tandfonline.com/toc/gapa20/current;;;Ciências Exatas e da Terra;Matemática;Matemática;Scopus;1,2;Q2;0,565;Q2;52.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Applicable%20Analysis&btnG=
Applied Acoustics;0003-682X;http://www.journals.elsevier.com/applied-acoustics;;;Ciências Exatas e da Terra;Astronomia;Física e Astronomia;Scopus;3,6;Q1;0,855;Q1;122.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Applied%20Acoustics&btnG=
Applied Computational Electromagnetics Society Journal;1054-4887;http://ejournals.ebsco.com/direct.asp?JournalID=113668;;;Ciências Exatas e da Terra;Astronomia;Engenharia, Física e Astronomia;Scopus;0,6;Q4;0,216;Q3;37.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Applied%20Computational%20Electromagnetics%20Society%20Journal&btnG=
Applied Mathematical Modelling;0307-904X;https://www.journals.elsevier.com/applied-mathematical-modelling;;;Ciências Exatas e da Terra;Matemática;Matemática;Scopus;5,1;Q1;1,103;Q1;159.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Applied%20Mathematical%20Modelling&btnG=
Applied Mathematics E - Notes;1607-2510;http://www.emis.de/journals/AMEN/;;;Ciências Exatas e da Terra;Matemática;Matemática;Scopus;-;-;0,23;Q4;24.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Applied%20Mathematics%20E%20-%20Notes&btnG=
Applied Mathematics Letters;1873-5452;https://www.journals.elsevier.com/applied-mathematics-letters;;;Ciências Exatas e da Terra;Matemática;Matemática;Scopus;2,8;Q1;0,91;Q1;122.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Applied%20Mathematics%20Letters&btnG=
Applied Mathematics and Computation;1873-5649;https://www.journals.elsevier.com/applied-mathematics-and-computation;;;Ciências Exatas e da Terra;Matemática;Matemática;Scopus;3,4;Q1;0,818;Q1;189.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Applied%20Mathematics%20and%20Computation&btnG=
Applied Numerical Mathematics;0168-9274;https://www.journals.elsevier.com/applied-numerical-mathematics;;;Ciências Exatas e da Terra;Matemática;Matemática;Scopus;2,4;Q1;0,945;Q1;95.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Applied%20Numerical%20Mathematics&btnG=
Applied Organometallic Chemistry;0268-2605;http://onlinelibrary.wiley.com/journal/10.1002/%28ISSN%291099-0739;;;Ciências Exatas e da Terra;Química;Química;Scopus;-;-;0,508;Q2;99.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Applied%20Organometallic%20Chemistry&btnG=
Applied Physics;1996-0948;https://applphys.orion-ir.ru/index.htm;;;Ciências Exatas e da Terra;Astronomia;Física e Astronomia;Scopus;-;-;0,199;Q4;10.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Applied%20Physics&btnG=
Applied Physics Letters;1077-3118;http://apl.aip.org/;;;Ciências Exatas e da Terra;Astronomia;Física e Astronomia;Scopus;3,6;Q2;0,856;Q1;498.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Applied%20Physics%20Letters&btnG=
Applied Physics Reviews;1931-9401;https://pubs.aip.org/aip/apr/issue;;;Ciências Exatas e da Terra;Astronomia;Física e Astronomia;Scopus;-;-;2,54;Q1;132.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Applied%20Physics%20Reviews&btnG=
Applied Science and Convergence Technology;2288-6559;http://jasct.org;;;Ciências Exatas e da Terra;Astronomia;Ciência dos Materiais, Engenharia, Física e Astronomia, Química;Scopus;-;-;0,286;Q3;14.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Applied%20Science%20and%20Convergence%20Technology&btnG=
Applied Sciences;1454-5101;;;;Ciências Exatas e da Terra;Astronomia;Ciência da Computação, Ciência dos Materiais, Engenharia, Engenharia Química, Física e Astronomia, Matemática;Scopus;-;-;0,152;Q4;25.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Applied%20Sciences&btnG=
Applied Set-Valued Analysis and Optimization;2562-7783;http://asvao.biemdas.com/archives;;;Ciências Exatas e da Terra;Matemática;Matemática;Scopus;-;-;0,558;Q2;13.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Applied%20Set-Valued%20Analysis%20and%20Optimization&btnG=
Applied Soft Computing;1568-4946;https://www.journals.elsevier.com/applied-soft-computing;;;Ciências Exatas e da Terra;Ciência da Computação;Ciência da Computação;Scopus;6,6;Q1;1,456;Q1;223.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Applied%20Soft%20Computing&btnG=
Applied Spectroscopy Reviews;0570-4928;http://www.tandfonline.com/action/aboutThisJournal?journalCode=laps20;;;Ciências Exatas e da Terra;Astronomia;Física e Astronomia, Química;Scopus;5,4;Q1;0,946;Q1;92.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Applied%20Spectroscopy%20Reviews&btnG=
Applied Surface Science;0169-4332;https://www.journals.elsevier.com/applied-surface-science;;;Ciências Exatas e da Terra;Astronomia;Ciência dos Materiais, Física e Astronomia, Química;Scopus;6,9;Q1;1,117;Q1;264.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Applied%20Surface%20Science&btnG=
Applied and Computational Harmonic Analysis;1096-603X;https://www.journals.elsevier.com/applied-and-computational-harmonic-analysis;;;Ciências Exatas e da Terra;Matemática;Matemática;Scopus;3,2;Q1;1,422;Q1;103.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Applied%20and%20Computational%20Harmonic%20Analysis&btnG=
Applied and Computational Mathematics;1683-3511;http://acmij.az/;;;Ciências Exatas e da Terra;Matemática;Matemática;Scopus;4,3;Q1;0,769;Q1;29.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Applied%20and%20Computational%20Mathematics&btnG=
Archives of Thermodynamics;2083-6023;http://versita.com/at;;;Ciências Exatas e da Terra;Astronomia;Física e Astronomia;Scopus;1,2;Q4;0,3;Q3;23.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Archives%20of%20Thermodynamics&btnG=
Archivum Mathematicum;0044-8753;http://www.emis.de/journals/AM/volumes.html;;;Ciências Exatas e da Terra;Matemática;Matemática;Scopus;-;-;0,182;Q4;24.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Archivum%20Mathematicum&btnG=
Arkiv for Matematik;1871-2487;http://www.mittag-leffler.se/arkiv-for-matematik;;;Ciências Exatas e da Terra;Matemática;Matemática;Scopus;-;-;0,708;Q1;33.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Arkiv%20for%20Matematik&btnG=
Artificial Intelligence and Applications;2811-0854;;;;Ciências Exatas e da Terra;Ciência da Computação;Ciência da Computação;Scopus;-;-;1,416;Q1;21.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Artificial%20Intelligence%20and%20Applications&btnG=
Asian Dyer;0972-9488;;;;Ciências Exatas e da Terra;Química;Química;Scopus;-;-;0,112;Q4;7.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Asian%20Dyer&btnG=
Asian Journal of Chemistry;0970-7077;http://www.asianjournalofchemistry.com;;;Ciências Exatas e da Terra;Química;Química;Scopus;-;-;0,138;Q4;46.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Asian%20Journal%20of%20Chemistry&btnG=
Asian Journal of Organic Chemistry;2193-5815;https://onlinelibrary.wiley.com/journal/21935815;;;Ciências Exatas e da Terra;Química;Química;Scopus;2,7;Q2;0,394;Q3;69.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Asian%20Journal%20of%20Organic%20Chemistry&btnG=
Asian Journal of Statistical Sciences;2582-9912;;;;Ciências Exatas e da Terra;Matemática;Matemática;Scopus;-;-;0,116;Q4;3.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Asian%20Journal%20of%20Statistical%20Sciences&btnG=
Asian-European Journal of Mathematics;1793-7183;http://www.worldscientific.com/worldscinet/aejm;;;Ciências Exatas e da Terra;Matemática;Matemática;Scopus;0,5;Q3;0,274;Q3;24.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Asian-European%20Journal%20of%20Mathematics&btnG=
Astronomical and Astrophysical Transactions;1476-3540;https://www.tandfonline.com/toc/gaat20/current;;;Ciências Exatas e da Terra;Astronomia;Física e Astronomia;Scopus;-;-;0,167;Q4;6.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Astronomical%20and%20Astrophysical%20Transactions&btnG=
Astronomische Nachrichten;0004-6337;https://onlinelibrary.wiley.com/journal/15213994;;;Ciências Exatas e da Terra;Astronomia;Ciências da Terra e Planetárias, Física e Astronomia;Scopus;1;Q3;0,306;Q3;67.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Astronomische%20Nachrichten&btnG=
Astronomy Letters;1063-7737;http://www.maik.rssi.ru/cgi-perl/journal.pl?lang=eng&name=letters&page=main;;;Ciências Exatas e da Terra;Astronomia;Ciências da Terra e Planetárias, Física e Astronomia;Scopus;-;-;0,363;Q3;48.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Astronomy%20Letters&btnG=
Astronomy Reports;1063-7729;http://www.maik.rssi.ru/cgi-perl/journal.pl?lang=eng&name=asteng;;;Ciências Exatas e da Terra;Astronomia;Ciências da Terra e Planetárias, Física e Astronomia;Scopus;-;-;0,198;Q4;37.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Astronomy%20Reports&btnG=
Astronomy and Computing;2213-1337;http://www.journals.elsevier.com/astronomy-and-computing/;;;Ciências Exatas e da Terra;Astronomia;Ciência da Computação, Ciências da Terra e Planetárias, Física e Astronomia;Scopus;1,8;Q3;0,598;Q2;41.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Astronomy%20and%20Computing&btnG=
Astronomy and Geophysics;1468-4004;http://astrogeo.oxfordjournals.org/;;;Ciências Exatas e da Terra;Astronomia;Ciências da Terra e Planetárias, Física e Astronomia;Scopus;0,5;Q4;0,127;Q4;27.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Astronomy%20and%20Geophysics&btnG=
Astroparticle Physics;0927-6505;https://www.journals.elsevier.com/astroparticle-physics;;;Ciências Exatas e da Terra;Astronomia;Física e Astronomia;Scopus;2,9;Q2;1,127;Q2;127.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Astroparticle%20Physics&btnG=
Astrophysical Journal;0004-637X;http://iopscience.org/apj;;;Ciências Exatas e da Terra;Astronomia;Ciências da Terra e Planetárias, Física e Astronomia;Scopus;5,4;Q1;2,188;Q1;517.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Astrophysical%20Journal&btnG=
Astropolitics;1477-7622;https://www.tandfonline.com/toc/fast20/current;;;Ciências Exatas e da Terra;Astronomia;Ciências Sociais, Física e Astronomia;Scopus;-;-;0,282;Q2;16.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Astropolitics&btnG=
Asymptotic Analysis;1875-8576;http://www.iospress.nl/journal/asymptotic-analysis/;;;Ciências Exatas e da Terra;Matemática;Matemática;Scopus;0,9;Q3;0,668;Q1;50.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Asymptotic%20Analysis&btnG=
Atmospheric and Oceanic Optics;1024-8560;http://www.springerlink.com/content/2070-0393;;;Ciências Exatas e da Terra;Astronomia;Ciência Ambiental, Ciências da Terra e Planetárias, Física e Astronomia;Scopus;-;-;0,298;Q3;28.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Atmospheric%20and%20Oceanic%20Optics&btnG=
Atom Indonesia;2356-5322;http://aij.batan.go.id/;;;Ciências Exatas e da Terra;Astronomia;Ciência Ambiental, Energia, Física e Astronomia, Medicina;Scopus;-;-;0,346;Q2;15.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Atom%20Indonesia&btnG=
Atomic Data and Nuclear Data Tables;1090-2090;https://www.journals.elsevier.com/atomic-data-and-nuclear-data-tables;;;Ciências Exatas e da Terra;Astronomia;Física e Astronomia;Scopus;4,1;Q1;1,024;Q1;72.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Atomic%20Data%20and%20Nuclear%20Data%20Tables&btnG=
Australian Journal of Chemistry;1445-0038;http://www.publish.csiro.au/ch;;;Ciências Exatas e da Terra;Química;Química;Scopus;-;-;0,247;Q3;90.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Australian%20Journal%20of%20Chemistry&btnG=
Australian Journal of Mathematical Analysis and Applications;1449-5910;;;;Ciências Exatas e da Terra;Matemática;Matemática;Scopus;-;-;0,295;Q3;15.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Australian%20Journal%20of%20Mathematical%20Analysis%20and%20Applications&btnG=
Australian Physics;1036-3831;;;;Ciências Exatas e da Terra;Astronomia;Física e Astronomia;Scopus;-;-;0,101;Q4;5.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Australian%20Physics&btnG=
Azerbaijan Astronomical Journal;2078-4163;;;;Ciências Exatas e da Terra;Astronomia;Física e Astronomia;Scopus;-;-;0,16;Q4;2.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Azerbaijan%20Astronomical%20Journal&btnG=
BABEL-LITTERATURES PLURIELLES;1277-7897;http://babel.revues.org/;;;Ciências Exatas e da Terra;Ciência da Computação;Ciência da Computação Elétrica e Eletrônica, Instrumentos e Instrumentação, Óptica, Hardware e Arquitetura, Engenharia;Web of Science;3,4;Q2;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=BABEL-LITTERATURES%20PLURIELLES&btnG=
BALTIC FORESTRY;1392-1355;http://ei.libis.lt/pradinis.php?url=http://www.balticforestry.mi.lt;;;Ciências Exatas e da Terra;Matemática;Matemática;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=BALTIC%20FORESTRY&btnG=
BASIN RESEARCH;0950-091X;https://onlinelibrary.wiley.com/journal/13652117;;;Ciências Exatas e da Terra;Oceanografia;Geoquímica e Geofísica, Meteorologia e Ciências Atmosféricas, Oceanografia;Web of Science;2;Q2;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=BASIN%20RESEARCH&btnG=
BERICHTE ZUR WISSENSCHAFTSGESCHICHTE;0170-6233;https://onlinelibrary.wiley.com/journal/15222365;;;Ciências Exatas e da Terra;Probabilidade e Estatística;Conservação da Biodiversidade, Ecologia, Aplicações Interdisciplinares, Estatística e Probabilidade, Matemática, Multidisciplinaridade, Física, Ciência e Tecnologia Verdes e Sustentáveis ??| Ciência dos Materiais, Química;Web of Science;7,1;Q1;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=BERICHTE%20ZUR%20WISSENSCHAFTSGESCHICHTE&btnG=
BERKELEY REVIEW OF EDUCATION;1947-5578;http://repositories.cdlib.org/ucbgse/bre;;;Ciências Exatas e da Terra;Probabilidade e Estatística;Aplicações Interdisciplinares, Estatística e Probabilidade, Matemática;Web of Science;1;Q3;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=BERKELEY%20REVIEW%20OF%20EDUCATION&btnG=
BERLINER UND MUNCHENER TIERARZTLICHE WOCHENSCHRIFT;0005-9366;http://www.vetline.de/bmtw/tieraerztliche%5Fwochenschrift%5Fbmtw.htm;;;Ciências Exatas e da Terra;Probabilidade e Estatística;Aplicações Interdisciplinares, Estatística e Probabilidade, Matemática;Web of Science;1;Q3;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=BERLINER%20UND%20MUNCHENER%20TIERARZTLICHE%20WOCHENSCHRIFT&btnG=
BILIMNAME;2148-5860;http://www.bilimname.com.tr;;;Ciências Exatas e da Terra;Matemática;Matemática;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=BILIMNAME&btnG=
BILINGUAL RESEARCH JOURNAL;1523-5882;http://www.tandf.co.uk/journals/ubrj;;;Ciências Exatas e da Terra;Probabilidade e Estatística;Estatística e Probabilidade;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=BILINGUAL%20RESEARCH%20JOURNAL&btnG=
BIO-ALGORITHMS AND MED-SYSTEMS;1895-9091;http://www.bams.cm-uj.krakow.pl;;;Ciências Exatas e da Terra;Probabilidade e Estatística;Estatística e Probabilidade;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=BIO-ALGORITHMS%20AND%20MED-SYSTEMS&btnG=
BIOINSPIRATION & BIOMIMETICS;1748-3182;http://iopscience.org/bb;;;Ciências Exatas e da Terra;Ciência da Computação;Ciência da Computação Elétrica e Eletrônica, Ciência da Computação, Sistemas de Informação, Engenharia de Software, Engenharia;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=BIOINSPIRATION%20%26%20BIOMIMETICS&btnG=
BIOLOGICAL PSYCHOLOGY;0301-0511;http://www.journals.elsevier.com/biological-psychology/;;;Ciências Exatas e da Terra;Probabilidade e Estatística;Ciências Ambientais, Ciências Ambientais, Matemática, Aplicações Interdisciplinares, Estatística e Probabilidade;Web of Science;1,8;Q1;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=BIOLOGICAL%20PSYCHOLOGY&btnG=
