Título da Revista;ISSN;Homepage;Aims and Scope;Aims and Scope (translate);Grande Area;Area do Conhecimento;Subárea do Conhecimento;Indexador;JIF;Quartil JCR;SJR;SJR Best Quartile;H index;Índice h5
LIAS-JOURNAL OF EARLY MODERN INTELLECTUAL CULTURE AND ITS SOURCES;2033-4753;;;;Ciências Biológicas;Ecologia;Saúde Ambiental e Ocupacional, Obstetrícia e Ginecologia, Estudos de Gênero, Saúde Pública;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=LIAS-JOURNAL%20OF%20EARLY%20MODERN%20INTELLECTUAL%20CULTURE%20AND%20ITS%20SOURCES&btnG=
LIBRARY QUARTERLY;0024-2519;http://www.journals.uchicago.edu/lq;;;Ciências Biológicas;Fisiologia;Fisiologia;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=LIBRARY%20QUARTERLY&btnG=
LINGUAS & LETRAS;1517-7238;http://e-revista.unioeste.br/index.php/linguaseletras;;;Ciências Biológicas;Biologia Geral;Obstetrícia e Ginecologia, Biologia Reprodutiva;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=LINGUAS%20%26%20LETRAS&btnG=
LINGUISTIC INQUIRY;0024-3892;http://www.mitpressjournals.org/loi/ling;;;Ciências Biológicas;Biologia Geral;Biologia Celular, Fisiologia Geral e Interna, Medicina;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=LINGUISTIC%20INQUIRY&btnG=
Lab on a Chip;1473-0197;http://www.rsc.org/Publishing/Journals/lc/index.asp;;;Ciências Biológicas;Biologia Geral;Bioquímica, Ciência dos Materiais, Engenharia, Engenharia Química, Genética e Biologia Molecular, Química;Scopus;5,4;Q1;1,158;Q1;265.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Lab%20on%20a%20Chip&btnG=
Laboratory Diagnostics. Eastern Europe;2226-5392;;;;Ciências Biológicas;Biologia Geral;Bioquímica, Genética e Biologia Molecular, Imunologia e Microbiologia, Medicina, Profissões da Saúde;Scopus;-;-;0,109;Q4;4.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Laboratory%20Diagnostics.%20Eastern%20Europe&btnG=
Laboratory Investigation;1530-0307;https://www.sciencedirect.com/journal/laboratory-investigation;;;Ciências Biológicas;Biologia Geral;Bioquímica, Genética e Biologia Molecular, Medicina;Scopus;4,2;Q1;1,468;Q1;176.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Laboratory%20Investigation&btnG=
Laboratory Medicine;1943-7730;https://academic.oup.com/labmed;;;Ciências Biológicas;Biologia Geral;Bioquímica, Genética e Biologia Molecular, Medicina;Scopus;1;Q4;0,361;Q3;41.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Laboratory%20Medicine&btnG=
Law, Innovation and Technology;1757-997X;https://www.tandfonline.com/toc/rlit20/current;;;Ciências Biológicas;Biologia Geral;Bioquímica, Ciência da Computação, Ciências Sociais, Genética e Biologia Molecular;Scopus;-;-;0,886;Q1;31.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Law%2C%20Innovation%20and%20Technology&btnG=
Letters in Applied Microbiology;0266-8254;https://academic.oup.com/lambio;;;Ciências Biológicas;Biologia Geral;Imunologia e Microbiologia;Scopus;2,1;Q3;0,495;Q3;138.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Letters%20in%20Applied%20Microbiology&btnG=
Letters in Drug Design and Discovery;1875-628X;http://www.benthamscience.com/lddd;;;Ciências Biológicas;Biologia Geral;Bioquímica, Farmacologia, Genética e Biologia Molecular, Toxicologia e Farmacêutica;Scopus;1,6;Q4;0,301;Q3;41.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Letters%20in%20Drug%20Design%20and%20Discovery&btnG=
Leukemia Research;1873-5835;https://www.journals.elsevier.com/leukemia-research;;;Ciências Biológicas;Biologia Geral;Bioquímica, Genética e Biologia Molecular, Medicina;Scopus;2,2;Q3;0,876;Q2;100.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Leukemia%20Research&btnG=
Leukemia and Lymphoma;1029-2403;http://informahealthcare.com/journal/lal;;;Ciências Biológicas;Biologia Geral;Bioquímica, Genética e Biologia Molecular, Medicina;Scopus;2,2;Q3;0,861;Q2;109.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Leukemia%20and%20Lymphoma&btnG=
Life Research;2624-0548;;;;Ciências Biológicas;Biologia Geral;Bioquímica, Ciências Agrárias e Biológicas, Genética e Biologia Molecular;Scopus;-;-;0,165;Q4;5.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Life%20Research&btnG=
Lipids;1558-9307;https://onlinelibrary.wiley.com/journal/15589307;;;Ciências Biológicas;Biologia Geral;Bioquímica, Genética e Biologia Molecular, Química;Scopus;1,6;Q4;0,427;Q3;137.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Lipids&btnG=
Luminescence;1522-7243;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1522-7243;;;Ciências Biológicas;Biologia Geral;Bioquímica, Genética e Biologia Molecular, Química;Scopus;3;Q2;0,399;Q3;60.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Luminescence&btnG=
MALAYSIAN JOURNAL OF SOIL SCIENCE;1394-7990;;;;Ciências Biológicas;Biologia Geral;Biologia Marinha e de Água Doce;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=MALAYSIAN%20JOURNAL%20OF%20SOIL%20SCIENCE&btnG=
MALIYE DERGISI;1300-3623;;;;Ciências Biológicas;Ecologia;Obstetrícia e Ginecologia;Web of Science;0,1;Q4;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=MALIYE%20DERGISI&btnG=
MAMMAL REVIEW;1365-2907;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1365-2907;;;Ciências Biológicas;Ecologia;Obstetrícia e Ginecologia;Web of Science;1,3;Q3;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=MAMMAL%20REVIEW&btnG=
MANAGEMENT & ORGANIZATIONAL HISTORY;1744-9359;http://moh.sagepub.com/;;;Ciências Biológicas;Ecologia;Ciências Vegetais, Ecologia;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=MANAGEMENT%20%26%20ORGANIZATIONAL%20HISTORY&btnG=
MATHEMATICAL FOUNDATIONS OF COMPUTING;2577-8838;http://aimsciences.org/journal/A0000-0001;;;Ciências Biológicas;Ecologia;Obstetrícia e Ginecologia;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=MATHEMATICAL%20FOUNDATIONS%20OF%20COMPUTING&btnG=
MATHEMATICAL SOCIAL SCIENCES;0165-4896;http://www.journals.elsevier.com/mathematical-social-sciences/;;;Ciências Biológicas;Biologia Geral;Biologia Evolutiva, Doenças Infecciosas;Web of Science;1;Q4;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=MATHEMATICAL%20SOCIAL%20SCIENCES&btnG=
MEDICAL CARE RESEARCH AND REVIEW;1077-5587;http://mcr.sagepub.com/;;;Ciências Biológicas;Imunologia;Imunologia, Imunologia, Reumatologia;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=MEDICAL%20CARE%20RESEARCH%20AND%20REVIEW&btnG=
MEDICAL CLINICS OF NORTH AMERICA;0025-7125;https://www.journals.elsevier.com/medical-clinics-of-north-america;;;Ciências Biológicas;Imunologia;Endocrinologia e Metabolismo, Imunologia;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=MEDICAL%20CLINICS%20OF%20NORTH%20AMERICA&btnG=
MEDICAL DECISION MAKING;0272-989X;http://journals.sagepub.com/home/mdm;;;Ciências Biológicas;Imunologia;Imunologia;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=MEDICAL%20DECISION%20MAKING&btnG=
MEDICAL PHYSICS;0094-2405;https://aapm.onlinelibrary.wiley.com/journal/24734209;;;Ciências Biológicas;Ecologia;Obstetrícia e Ginecologia;Web of Science;0,4;Q4;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=MEDICAL%20PHYSICS&btnG=
MEDIEVAL HISTORY JOURNAL;0971-9458;https://us.sagepub.com/en-us/nam/journal/medieval-history-journal;;;Ciências Biológicas;Farmacologia;Farmacologia e Farmácia;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=MEDIEVAL%20HISTORY%20JOURNAL&btnG=
MINING TECHNOLOGY-TRANSACTIONS OF THE INSTITUTIONS OF MINING AND METALLURGY;2572-6668;https://www.tandfonline.com/toc/ymnt21/current;;;Ciências Biológicas;Ecologia;Ecologia;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=MINING%20TECHNOLOGY-TRANSACTIONS%20OF%20THE%20INSTITUTIONS%20OF%20MINING%20AND%20METALLURGY&btnG=
MODERN DRAMA;0026-7694;http://moderndrama.utpjournals.press;;;Ciências Biológicas;Ecologia;Obstetrícia e Ginecologia;Web of Science;2,2;Q2;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=MODERN%20DRAMA&btnG=
MOLECULAR CANCER THERAPEUTICS;1535-7163;http://mct.aacrjournals.org;;;Ciências Biológicas;Imunologia;Imunologia;Web of Science;2;Q4;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=MOLECULAR%20CANCER%20THERAPEUTICS&btnG=
MULTILINGUA-JOURNAL OF CROSS-CULTURAL AND INTERLANGUAGE COMMUNICATION;0167-8507;http://www.degruyter.de/journals/multilin/384%5F5511%5FDEU%5Fh.htm;;;Ciências Biológicas;Farmacologia;Políticas e Serviços de Saúde, Farmacologia e Farmácia;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=MULTILINGUA-JOURNAL%20OF%20CROSS-CULTURAL%20AND%20INTERLANGUAGE%20COMMUNICATION&btnG=
MUSIC AND THE MOVING IMAGE;2167-8464;http://www.jstor.org/journals/19407610.html;;;Ciências Biológicas;Ecologia;Obstetrícia e Ginecologia;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=MUSIC%20AND%20THE%20MOVING%20IMAGE&btnG=
Macromolecular Bioscience;1616-5195;http://www.mbs-journal.de/;;;Ciências Biológicas;Biologia Geral;Bioquímica, Ciência dos Materiais, Engenharia Química, Genética e Biologia Molecular;Scopus;4,1;Q2;0,81;Q1;129.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Macromolecular%20Bioscience&btnG=
Magnesium Research;1952-4021;http://www.jle.com/fr/revues/mrh/archive.phtml;;;Ciências Biológicas;Biologia Geral;Bioquímica, Genética e Biologia Molecular;Scopus;1;Q4;0,318;Q4;56.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Magnesium%20Research&btnG=
Malaysian Journal of Biochemistry and Molecular Biology;1511-2616;;;;Ciências Biológicas;Biologia Geral;Bioquímica, Genética e Biologia Molecular;Scopus;-;-;0,11;Q4;9.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Malaysian%20Journal%20of%20Biochemistry%20and%20Molecular%20Biology&btnG=
Malaysian Journal of Pathology;0126-8635;;;;Ciências Biológicas;Biologia Geral;Bioquímica, Genética e Biologia Molecular, Medicina;Scopus;1;Q4;0,285;Q3;29.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Malaysian%20Journal%20of%20Pathology&btnG=
Mammalian Genome;1432-1777;http://www.springerlink.com/content/0938-8990;;;Ciências Biológicas;Biologia Geral;Bioquímica, Genética e Biologia Molecular;Scopus;2,7;Q2;0,818;Q2;109.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Mammalian%20Genome&btnG=
Management of Environmental Quality;1758-6119;;;;Ciências Biológicas;Biologia Geral;Bioquímica, Ciência Ambiental, Genética e Biologia Molecular, Medicina;Scopus;4,1;Q2;1,15;Q1;69.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Management%20of%20Environmental%20Quality&btnG=
Manufacturing Chemist;0262-4230;;;;Ciências Biológicas;Farmacologia;Farmacologia, Toxicologia e Produtos Farmacêuticos;Scopus;-;-;0,102;Q4;7.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Manufacturing%20Chemist&btnG=
Marine Genomics;1874-7787;https://www.journals.elsevier.com/marine-genomics;;;Ciências Biológicas;Biologia Geral;Bioquímica, Ciências Agrárias e Biológicas, Genética e Biologia Molecular;Scopus;1,5;Q4;0,553;Q2;48.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Marine%20Genomics&btnG=
Marine and Freshwater Behaviour and Physiology;1029-0362;https://www.tandfonline.com/toc/gmfw20/current;;;Ciências Biológicas;Biologia Geral;Bioquímica, Ciências Agrárias e Biológicas, Ciências da Terra e Planetárias, Genética e Biologia Molecular;Scopus;1,1;Q3;0,346;Q3;44.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Marine%20and%20Freshwater%20Behaviour%20and%20Physiology&btnG=
Mathematical Biosciences;0025-5564;https://www.journals.elsevier.com/mathematical-biosciences;;;Ciências Biológicas;Biologia Geral;Bioquímica, Ciências Agrárias e Biológicas, Genética e Biologia Molecular, Imunologia e Microbiologia, Matemática, Medicina;Scopus;1,8;Q2;0,703;Q1;118.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Mathematical%20Biosciences&btnG=
Mathematical Medicine and Biology;1477-8599;http://imammb.oxfordjournals.org;;;Ciências Biológicas;Biologia Geral;Bioquímica, Ciência Ambiental, Farmacologia, Genética e Biologia Molecular, Imunologia e Microbiologia, Matemática, Medicina, Neurociência, Toxicologia e Farmacêutica;Scopus;1,5;Q3;0,257;Q3;52.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Mathematical%20Medicine%20and%20Biology&btnG=
Maturitas;0378-5122;https://www.journals.elsevier.com/maturitas;;;Ciências Biológicas;Biologia Geral;Bioquímica, Genética e Biologia Molecular, Medicina;Scopus;3,6;Q1;1,163;Q1;144.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Maturitas&btnG=
Mechanisms of Ageing and Development;1872-6216;https://www.journals.elsevier.com/mechanisms-of-ageing-and-development;;;Ciências Biológicas;Biologia Geral;Bioquímica, Genética e Biologia Molecular;Scopus;5,1;Q1;1,897;Q1;146.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Mechanisms%20of%20Ageing%20and%20Development&btnG=
Medecine Nucleaire;0928-1258;https://www.journals.elsevier.com/medecine-nucleaire;;;Ciências Biológicas;Biologia Geral;Bioquímica, Genética e Biologia Molecular, Medicina, Profissões da Saúde;Scopus;0,2;Q4;0,128;Q4;10.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Medecine%20Nucleaire&btnG=
Medecine de la Reproduction;2650-698X;;;;Ciências Biológicas;Biologia Geral;Bioquímica, Genética e Biologia Molecular, Medicina;Scopus;-;-;0,104;Q4;5.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Medecine%20de%20la%20Reproduction&btnG=
Medical Engineering and Physics;1873-4030;https://www.journals.elsevier.com/medical-engineering-and-physics;;;Ciências Biológicas;Biologia Geral;Bioquímica, Engenharia, Genética e Biologia Molecular;Scopus;2,3;Q3;0,494;Q3;133.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Medical%20Engineering%20and%20Physics&btnG=
Medical Journal of Chinese People's Liberation Army;0577-7402;http://zh.jfjyxzz.org.cn/homeNav?lang=zh;;;Ciências Biológicas;Biologia Geral;Bioquímica, Genética e Biologia Molecular, Medicina;Scopus;-;-;0,124;Q4;11.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Medical%20Journal%20of%20Chinese%20People%27s%20Liberation%20Army&btnG=
Medical Mycology Journal;2185-6486;https://www.jstage.jst.go.jp/browse/mmj/list/-char/ja;;;Ciências Biológicas;Biologia Geral;Imunologia e Microbiologia, Medicina;Scopus;1,9;Q4;0,569;Q2;33.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Medical%20Mycology%20Journal&btnG=
Medical Physics;2473-4209;https://aapm.onlinelibrary.wiley.com/journal/24734209;;;Ciências Biológicas;Biologia Geral;Bioquímica, Genética e Biologia Molecular, Medicina;Scopus;3,2;Q1;0,949;Q1;229.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Medical%20Physics&btnG=
Medical and Veterinary Entomology;0269-283X;https://onlinelibrary.wiley.com/journal/13652915;;;Ciências Biológicas;Biologia Geral;Ciências Agrárias e Biológicas, Imunologia e Microbiologia, Veterinária;Scopus;1,9;Q2;0,608;Q1;98.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Medical%20and%20Veterinary%20Entomology&btnG=
Medicinal Chemistry;1573-4064;;;;Ciências Biológicas;Farmacologia;Farmacologia, Toxicologia e Produtos Farmacêuticos;Scopus;2,6;Q3;0,417;Q3;54.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Medicinal%20Chemistry&btnG=
Medicinal Research Reviews;0198-6325;https://onlinelibrary.wiley.com/journal/10981128;;;Ciências Biológicas;Biologia Geral;Bioquímica, Farmacologia, Genética e Biologia Molecular, Toxicologia e Farmacêutica;Scopus;11,6;Q1;3,265;Q1;167.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Medicinal%20Research%20Reviews&btnG=
Melanoma Research;1473-5636;http://journals.lww.com/melanomaresearch/pages/default.aspx;;;Ciências Biológicas;Biologia Geral;Bioquímica, Genética e Biologia Molecular, Medicina;Scopus;1,9;Q3;0,74;Q2;86.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Melanoma%20Research&btnG=
Metabolic Engineering;1096-7176;https://www.journals.elsevier.com/metabolic-engineering;;;Ciências Biológicas;Biologia Geral;Bioquímica, Engenharia Química, Genética e Biologia Molecular, Imunologia e Microbiologia;Scopus;6,8;Q1;1,842;Q1;165.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Metabolic%20Engineering&btnG=
Metabolism: Clinical and Experimental;0026-0495;https://www.journals.elsevier.com/metabolism;;;Ciências Biológicas;Biologia Geral;Bioquímica, Genética e Biologia Molecular, Medicina;Scopus;11,9;Q1;4,328;Q1;184.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Metabolism%3A%20Clinical%20and%20Experimental&btnG=
Metallomics;1756-591X;http://www.rsc.org/Publishing/Journals/mt/index.asp;;;Ciências Biológicas;Biologia Geral;Bioquímica, Ciência dos Materiais, Genética e Biologia Molecular, Medicina, Química;Scopus;2,9;Q3;0,695;Q1;107.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Metallomics&btnG=
Methods;1046-2023;https://www.journals.elsevier.com/methods;;;Ciências Biológicas;Biologia Geral;Bioquímica, Genética e Biologia Molecular;Scopus;4,3;Q1;0,818;Q2;183.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Methods&btnG=
